,TIMESTAMP,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PRICE,OPTION_TYPE,MARKET_TYPE,OPENING_PRICE,TRADE_HIGH_PRICE,TRADE_LOW_PRICE,CLOSING_PRICE,LAST_TRADED_PRICE,PREV_CLS,SETTLE_PRICE,TOT_TRADED_QTY,TOT_TRADED_VAL,OPEN_INT,CHANGE_IN_OI,MARKET_LOT,UNDERLYING_VALUE,Ticker,Asset Type
27,18-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5244,5263.7,5221.4,5254.15,5255.6,5239.6,5254.15,16476600,86382255757.5,22351300,-7000,50,5245.9,NIFTY,Index
28,18-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5244.2,5264.9,5225,5254.7,5260.3,5240.45,5254.7,100700,527679152.5,1084950,55950,50,5245.9,NIFTY,Index
29,18-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5238.75,5265,5222.2,5255.9,5258.6,5240.5,5255.9,2304150,12081286300,5448100,1126850,50,5245.9,NIFTY,Index
30,17-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5224.4,5271.9,5222.1,5239.6,5244,5204.65,5239.6,22893050,120109632192.5,22358300,-1272850,50,5231.9,NIFTY,Index
31,17-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5229.95,5269.95,5224,5240.45,5244.75,5204.8,5240.45,152950,802710112.5,1029000,32400,50,5231.9,NIFTY,Index
32,17-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5225,5268.25,5221.1,5240.5,5244.7,5202,5240.5,2598100,13633769695,4321250,893700,50,5231.9,NIFTY,Index
33,16-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5134.95,5218.5,5128.15,5204.65,5207.55,5131.9,5204.65,20633400,106671978570,23631150,-847500,50,5198.1,NIFTY,Index
34,16-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5139.8,5218,5130.2,5204.8,5208,5132.6,5204.8,124350,642510032.5,996600,55250,50,5198.1,NIFTY,Index
35,16-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5138,5215.8,5127.2,5202,5207.2,5131.05,5202,2210200,11394074647.5,3427550,1029600,50,5198.1,NIFTY,Index
36,15-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5122.2,5136.25,5105.5,5131.9,5135.65,5144.7,5131.9,15189600,77853048355,24478650,-676850,50,5128.9,NIFTY,Index
37,15-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5137,5137,5109,5132.6,5135.05,5142.1,5132.6,63400,324691540,941350,10350,50,5128.9,NIFTY,Index
38,15-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5118.1,5137,5106.55,5131.05,5135,5143.6,5131.05,789150,4044761037.5,2397950,260300,50,5128.9,NIFTY,Index
39,12-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5168.8,5168.8,5126.15,5144.7,5148.1,5146.85,5144.7,16148300,83084714540,25155500,-139700,50,5137,NIFTY,Index
40,12-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5157.3,5161.3,5129.9,5142.1,5145.35,5138.45,5142.1,59600,306615490,931000,6800,50,5137,NIFTY,Index
41,12-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5150.25,5161,5126.45,5143.6,5146,5142.7,5143.6,486600,2503389727.5,2137650,96500,50,5137,NIFTY,Index
42,11-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5118.9,5160.9,5102.6,5146.85,5159.8,5118.25,5146.85,18721600,96054588715,25295200,-906550,50,5133.4,NIFTY,Index
43,11-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5114.8,5161,5104.15,5138.45,5159.9,5119.75,5138.45,121950,625560910,924200,42550,50,5133.4,NIFTY,Index
44,11-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5110,5160,5104,5142.7,5160,5117.2,5142.7,577500,2962715487.5,2041150,68200,50,5133.4,NIFTY,Index
45,10-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5097,5139.6,5095.65,5118.25,5123.3,5097.05,5118.25,17623300,90192651345,26201750,163650,50,5116.25,NIFTY,Index
46,10-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5100,5138.95,5100,5119.75,5122.5,5099.6,5119.75,69900,357906845,881650,7850,50,5116.25,NIFTY,Index
47,10-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5090.3,5138,5090.3,5117.2,5122,5099.15,5117.2,879400,4501312997.5,1972950,400650,50,5116.25,NIFTY,Index
48,09-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5121,5124.7,5092.2,5097.05,5093,5117.5,5097.05,13639800,69654383072.5,26038100,146500,50,5101.5,NIFTY,Index
49,09-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5121.9,5123.9,5095,5099.6,5096,5118.75,5099.6,204850,1046908880,873800,28300,50,5101.5,NIFTY,Index
50,09-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5115.35,5124.35,5093,5099.15,5094.85,5118.85,5099.15,549100,2805142607.5,1572300,-48450,50,5101.5,NIFTY,Index
51,08-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5133.6,5145,5105.2,5117.5,5118.4,5087.55,5117.5,16067900,82346123690,25891600,554450,50,5124,NIFTY,Index
52,08-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5130.05,5144,5109.9,5118.75,5121.1,5089.45,5118.75,120550,617725877.5,845500,39150,50,5124,NIFTY,Index
53,08-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5120.3,5143,5108,5118.85,5120,5089.65,5118.85,779050,3992276620,1620750,55900,50,5124,NIFTY,Index
54,05-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5100,5116.8,5065.35,5087.55,5087,5081.25,5087.55,19062750,97058051450,25337150,481250,50,5088.7,NIFTY,Index
55,05-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5103.6,5117,5068,5089.45,5089,5082.65,5089.45,413650,2113694540,806350,25800,50,5088.7,NIFTY,Index
56,05-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5099,5116.5,5068,5089.65,5087,5080.85,5089.65,751000,3825893335,1564850,-46650,50,5088.7,NIFTY,Index
57,04-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5072,5090,5050.3,5081.25,5079.55,5081.1,5081.25,19261100,97619670842.5,24855900,-213050,50,5080.25,NIFTY,Index
58,04-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5080,5090,5052.85,5082.65,5082,5087.15,5082.65,34400,174354180,780550,14250,50,5080.25,NIFTY,Index
59,04-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5070,5090,5051.2,5080.85,5079,5080.05,5080.85,433800,2199644552.5,1611500,112950,50,5080.25,NIFTY,Index
60,03-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,5032.3,5089,5024.85,5081.1,5082.95,5022.8,5081.1,19513050,98720224310,25068950,2139450,50,5088.1,NIFTY,Index
61,03-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,5030,5089.6,5025,5087.15,5083,5020.8,5087.15,230850,1168685220,766300,14300,50,5088.1,NIFTY,Index
62,03-Mar-2010,FUTIDX,NIFTY,29-Apr-2010,0,XX,N,5027,5088,5026,5080.05,5082,5015.05,5080.05,821700,4155141800,1498550,205100,50,5088.1,NIFTY,Index
63,02-Mar-2010,FUTIDX,NIFTY,25-Mar-2010,0,XX,N,4979.9,5034.7,4967.05,5022.8,5034,4930.35,5022.8,20910900,104541002127.5,22929500,291250,50,5017,NIFTY,Index
64,02-Mar-2010,FUTIDX,NIFTY,27-May-2010,0,XX,N,4980,5034.85,4969.6,5020.8,5030,4936.95,5020.8,182400,910957635,752000,14750,50,5017,NIFTY,Index
